Year,County,Total_Deaths,Diseases_of_Heart,Malignant_Neoplasms,Accidents,COVID_19,Cerebrovascular_Diseases,Chronic_Lower_Respiratory_Diseases,Alzheimers_Disease,Diabetes_Mellitus,Nephritis_Nephrotic_Syndrome_Nephrosis,Influenza_and_Pneumonia,Septicemia,Intentional_Self_Harm,Chronic_Liver_Disease_Cirrhosis,All_Other_Causes
2015,Clinton,376,109,63,22,26,19,8,9,6,15,8,558,169,130,29
2015,Crawford,242,73,47,23,13,7,9,3,6,8,4,0,0,0,0
2015,Cumberland,125,25,20,13,10,3,7,6,3,3,1,701,137,165,36
2015,Edwards,70,17,15,7,5,1,0,2,2,2,2,405,98,81,35
2015,Hamilton,94,30,27,6,10,2,2,2,1,3,0,0,0,0,0
2015,Hancock,168,47,45,5,7,3,8,3,3,5,4,54,11,13,3
2015,Iroquois,394,90,93,16,25,18,23,14,7,8,7,471,108,99,19
2015,Jo Daviess,238,57,58,16,10,17,10,4,4,5,0,116,25,25,8
2015,Morgan,415,124,96,17,23,23,4,10,7,8,7,198,50,39,8
2015,Piatt,136,37,33,5,9,5,1,2,2,6,1,0,0,0,0
2015,Pike,209,42,52,7,15,12,9,4,3,4,6,50,14,14,1
2015,Saline,374,72,84,12,35,20,19,4,13,16,10,2010,444,496,112
2015,Scott,63,18,17,1,1,2,1,1,2,1,3,0,0,0,0
2015,Stark,92,18,14,4,9,5,8,3,2,1,2,542,119,117,31
2016,ILLINOIS,107041,25017,24396,5660,5632,5506,3878,2782,2518,2177,1704,0,0,0,0
2016,Adams,773,204,123,34,48,38,34,11,16,16,30,0,0,0,0
2016,Alexander,101,32,17,3,5,7,0,2,5,6,0,0,0,0,0
2016,Bond,183,52,41,16,11,9,5,6,2,5,1,0,0,0,0
2016,Boone,407,71,92,20,37,23,16,18,16,8,3,0,0,0,0
2016,Brown,58,10,15,4,8,1,2,1,2,1,2,0,0,0,0
2016,Bureau,447,109,87,28,33,25,18,10,18,13,12,0,0,0,0
2016,Calhoun,50,15,9,1,2,3,2,2,2,3,0,0,0,0,0
2016,Carroll,177,61,31,9,9,7,2,4,4,3,4,0,0,0,0
2016,Cass,159,50,42,10,8,1,1,6,5,1,2,0,0,0,0
2016,Champaign,1311,281,278,66,78,82,55,14,21,22,30,0,0,0,0
2016,Christian,415,96,99,13,26,25,19,9,6,7,13,0,0,0,0
2016,Clark,178,35,36,13,13,10,10,8,10,7,4,0,0,0,0
2016,Clay,181,41,52,9,8,9,6,3,12,6,6,0,0,0,0
2016,Clinton,343,99,74,16,17,18,8,10,6,12,5,0,0,0,0
2016,Coles,524,124,107,33,34,21,21,8,11,11,9,0,0,0,0
2016,Cook,40891,9948,9394,2243,1647,2049,1429,1147,952,899,621,0,0,0,0
2016,Chicago,19809,4927,4432,1069,673,1139,596,634,452,430,298,0,0,0,0
2016,Suburban Cook,21082,5021,4962,1174,974,910,833,513,500,469,323,0,0,0,0
2016,Crawford,255,70,49,17,14,17,10,5,8,5,4,0,0,0,0
2016,Cumberland,109,23,25,8,2,6,3,6,2,3,0,0,0,0,0
2016,DeKalb,700,142,183,28,48,40,24,26,16,7,11,0,0,0,0
2016,DeWitt,189,46,39,9,13,8,19,4,5,2,2,0,0,0,0
2016,Douglas,181,46,39,11,8,11,11,5,1,6,3,0,0,0,0
2016,DuPage,6339,1326,1525,361,282,260,306,120,126,115,88,0,0,0,0
2016,Edgar,227,64,51,7,18,12,10,8,13,2,1,0,0,0,0
2016,Edwards,73,19,10,7,6,6,1,2,3,4,0,0,0,0,0
2016,Effingham,303,60,65,20,17,16,13,4,6,11,7,0,0,0,0
2016,Fayette,223,57,53,12,10,14,9,7,3,5,3,0,0,0,0
2016,Ford,209,41,45,9,16,7,27,4,5,2,4,0,0,0,0
2016,Franklin,519,89,113,22,49,37,21,15,21,11,20,0,0,0,0
2016,Fulton,479,109,87,21,43,17,22,8,8,7,9,0,0,0,0
2016,Gallatin,70,21,15,3,8,3,2,2,2,2,2,0,0,0,0
2016,Greene,190,35,45,10,20,10,6,2,2,6,8,0,0,0,0
2016,Hamilton,98,21,23,12,9,6,3,2,3,4,2,0,0,0,0
2016,Hancock,220,50,47,8,13,12,7,4,9,7,10,0,0,0,0
2016,Hardin,74,19,20,4,5,2,0,4,2,1,0,0,0,0,0
2016,Henderson,86,25,19,3,12,4,3,1,3,1,0,0,0,0,0
2016,Henry,561,143,117,23,46,23,14,15,14,13,6,0,0,0,0
2016,Iroquois,406,100,89,22,24,26,31,19,8,5,6,0,0,0,0
2016,Jackson,450,107,81,15,34,31,10,10,19,14,14,0,0,0,0
2016,Jasper,113,23,27,3,10,12,2,5,2,6,1,0,0,0,0
2016,Jefferson,407,96,80,16,27,26,20,23,12,9,7,0,0,0,0
2016,Jersey,272,69,48,7,22,13,17,10,6,11,5,0,0,0,0
2016,Jo Daviess,258,56,55,24,9,21,20,3,2,4,2,0,0,0,0
2016,Johnson,121,27,27,4,10,7,2,2,4,2,0,0,0,0,0
2016,Kane,3165,675,742,178,142,170,72,85,76,50,44,0,0,0,0
2016,Kankakee,1180,305,288,64,58,57,49,22,23,28,18,0,0,0,0
2016,Kendall,560,102,143,38,31,51,15,11,9,8,7,0,0,0,0
2016,Knox,681,169,132,36,60,27,41,28,8,16,8,0,0,0,0
2016,Lake,4506,922,1175,209,234,223,157,112,127,74,62,0,0,0,0
2016,LaSalle,1296,287,300,69,85,59,61,37,26,25,12,0,0,0,0
2016,Lawrence,214,39,49,9,13,5,17,12,5,7,4,0,0,0,0
2016,Lee,365,91,93,16,36,18,10,2,8,3,8,0,0,0,0
2016,Livingston,430,122,99,22,23,22,14,10,6,8,8,0,0,0,0
2016,Logan,362,72,91,23,20,16,13,7,11,15,6,0,0,0,0
2016,McDonough,320,78,67,20,29,13,7,6,11,10,3,0,0,0,0
2016,McHenry,2066,458,531,99,112,131,63,65,39,21,22,0,0,0,0
2016,McLean,1135,272,246,44,79,59,73,22,17,13,14,0,0,0,0
2016,Macon,1215,264,283,70,82,65,28,20,28,26,21,0,0,0,0
2016,Macoupin,605,144,141,30,35,43,19,17,7,8,8,0,0,0,0
2016,Madison,2772,686,602,159,162,159,126,76,77,35,52,0,0,0,0
2016,Marion,537,136,103,26,41,34,21,22,14,10,9,0,0,0,0
2016,Marshall,156,30,37,9,17,1,9,1,4,10,2,0,0,0,0
2016,Mason,184,40,58,9,16,4,6,3,2,2,3,0,0,0,0
2016,Massac,214,67,38,12,15,13,7,7,8,4,2,0,0,0,0
2016,Menard,131,24,32,4,3,14,5,1,3,2,5,0,0,0,0
2016,Mercer,189,43,49,8,8,6,6,8,2,1,3,0,0,0,0
2016,Montgomery,368,81,87,25,16,20,24,5,13,9,5,0,0,0,0
2016,Morgan,388,119,83,18,28,18,7,6,2,10,6,0,0,0,0
2016,Moultrie,194,40,38,12,16,8,6,3,3,3,5,0,0,0,0
2016,Ogle,500,101,124,35,46,26,17,5,7,6,6,0,0,0,0
2016,Peoria,1842,404,374,108,116,90,43,51,28,54,43,0,0,0,0
2016,Perry,233,49,49,11,16,16,13,12,16,5,4,0,0,0,0
2016,Piatt,176,44,49,8,14,10,2,5,4,2,3,0,0,0,0
2016,Pike,209,44,45,8,12,11,4,10,2,3,3,0,0,0,0
2016,Pope,50,13,14,3,7,3,1,0,1,0,0,0,0,0,0
2016,Pulaski,73,18,18,7,3,2,4,2,3,3,1,0,0,0,0
2016,Putnam,61,16,9,3,3,4,1,0,1,4,0,0,0,0,0
2016,Randolph,387,78,92,23,38,24,12,6,10,10,5,0,0,0,0
2016,Richland,225,45,49,6,16,12,1,4,5,9,1,0,0,0,0
2016,Rock Island,1618,418,328,68,86,57,52,30,44,34,30,0,0,0,0
2016,St. Clair,2488,604,567,101,129,129,82,75,69,55,65,0,0,0,0
2016,Saline,369,82,64,16,28,17,11,12,14,15,11,0,0,0,0
2016,Sangamon,1896,417,403,100,84,96,53,54,32,32,34,0,0,0,0
2016,Schuyler,99,23,23,11,7,6,0,0,4,2,1,0,0,0,0
2016,Scott,63,10,14,3,2,5,0,3,3,1,1,0,0,0,0
2016,Shelby,228,55,49,11,15,8,2,6,2,9,7,0,0,0,0
2016,Stark,67,12,12,5,3,1,1,2,2,2,1,0,0,0,0
2016,Stephenson,564,125,107,23,46,33,12,22,11,11,9,0,0,0,0
2016,Tazewell,1387,348,298,67,79,59,57,29,9,42,27,0,0,0,0
2016,Union,213,41,46,13,16,11,4,2,8,10,5,0,0,0,0
2016,Vermilion,956,240,221,39,89,45,22,21,30,9,11,0,0,0,0
2016,Wabash,151,43,27,5,13,5,4,1,4,1,3,0,0,0,0
2016,Warren,177,60,34,6,17,6,2,6,3,2,7,0,0,0,0
2016,Washington,174,40,41,14,10,14,6,4,4,1,1,0,0,0,0
2016,Wayne,195,40,44,19,10,13,4,1,10,8,1,0,0,0,0
2016,White,208,37,39,8,13,8,5,3,5,7,2,0,0,0,0
2016,White,656,165,158,32,35,28,16,19,14,13,4,0,0,0,0
2016,Will,4502,1032,1068,255,245,260,171,115,118,81,45,0,0,0,0
2016,Will,780,145,173,45,69,38,32,19,26,18,26,0,0,0,0
2016,Winnebago,2893,661,652,140,170,209,106,67,89,28,31,0,0,0,0
2016,Woodford,377,71,87,15,25,9,25,12,7,5,8,0,0,0,0
2018,ILLINOIS,110012,25747,23877,6013,5853,5639,4029,2879,2644,2562,1,790,0,0,0
2018,Adams,871,181,162,51,48,56,49,9,20,18,26,0,0,0,0
2018,Bond,162,38,36,9,13,8,7,1,5,3,5,479,117,101,27
2018,Clinton,353,88,79,21,20,20,16,6,8,8,9,520,110,98,26
2018,Crawford,217,58,51,7,11,15,11,4,6,2,5,0,0,0,0
2018,Cumberland,111,20,20,4,6,8,3,3,4,9,2,753,152,173,43
2018,Edwards,70,22,11,4,5,1,1,1,1,2,2,397,74,63,25
2018,Hamilton,101,23,24,3,8,7,3,4,3,4,3,205,42,45,16
2018,Iroquois,404,101,85,28,17,26,21,13,9,7,10,520,101,115,36
2018,Jo Daviess,235,57,53,9,13,9,12,5,7,3,2,151,29,33,11
2018,Mercer,217,48,54,17,5,10,6,6,5,2,0,0,0,0,0
2018,Monroe,310,78,56,11,10,24,6,7,8,11,2,0,0,0,0
2018,Morgan,431,156,87,25,18,29,6,4,3,15,5,191,52,32,11
2018,Piatt,153,35,33,7,4,14,7,7,2,5,2,0,0,0,0
2018,Pike,189,51,41,7,8,9,2,9,1,2,1,50,13,6,4
2018,Saline,361,72,68,17,22,31,10,8,13,13,11,2022,461,441,110
2018,Scott,48,9,16,2,2,1,1,2,0,2,0,0,0,0,0
2018,Will,759,143,163,36,30,60,13,15,22,17,23,0,0,0,0
2018,Winnebago,3062,701,628,242,147,203,137,67,70,55,39,372,82,91,18
2019,ILLINOIS,108937,25655,23875,6144,6086,5532,3949,2822,2548,2106,1746,0,0,0,0
2019,Adams,786,150,191,39,26,49,36,23,15,12,17,0,0,0,0
2019,Alexander,111,20,26,6,6,6,2,1,5,5,5,0,0,0,0
2019,Bond,178,49,36,7,14,7,6,7,3,3,4,0,0,0,0
2019,Boone,395,96,98,16,17,24,25,11,3,2,5,0,0,0,0
2019,Brown,53,12,14,5,2,2,0,0,1,0,2,0,0,0,0
2019,Bureau,432,109,99,28,28,20,14,2,13,7,6,0,0,0,0
2019,Calhoun,62,15,20,1,2,3,8,2,0,1,1,0,0,0,0
2019,Carroll,184,45,43,10,7,9,5,7,3,1,1,0,0,0,0
2019,Cass,148,37,29,6,12,12,0,2,2,3,2,0,0,0,0
2019,Champaign,1390,303,265,48,120,68,77,34,29,23,23,0,0,0,0
2019,Christian,449,125,95,12,13,38,12,9,11,10,5,0,0,0,0
2019,Clark,204,52,32,13,9,12,6,8,3,2,4,0,0,0,0
2019,Clay,156,43,30,14,4,7,3,7,7,2,3,0,0,0,0
2019,Clinton,341,106,71,19,14,18,11,7,6,8,10,0,0,0,0
2019,Coles,528,117,99,23,20,43,18,11,5,8,6,0,0,0,0
2019,Cook,40771,10083,9001,2469,2352,1519,1219,1116,1000,831,572,0,0,0,0
2019,Chicago,19630,4847,4175,1195,1333,702,446,601,493,422,305,0,0,0,0
2019,Suburban Cook,21141,5236,4826,1274,1019,817,773,515,507,409,267,0,0,0,0
2019,Crawford,194,51,47,6,6,12,4,4,5,5,2,0,0,0,0
2019,Cumberland,111,26,18,11,4,9,0,5,3,5,1,0,0,0,0
2019,DeKalb,745,164,176,35,42,37,36,15,15,20,4,0,0,0,0
2019,DeWitt,221,54,45,8,9,17,21,6,2,9,5,0,0,0,0
2019,Douglas,184,47,42,7,13,13,7,6,3,4,4,0,0,0,0
2019,DuPage,6397,1438,1491,406,290,277,263,135,137,100,82,0,0,0,0
2019,Edgar,246,68,46,7,10,11,7,7,9,6,2,0,0,0,0
2019,Edwards,78,28,16,4,2,8,1,0,2,2,5,0,0,0,0
2019,Effingham,370,76,69,22,14,30,21,20,7,3,8,0,0,0,0
2019,Fayette,226,52,55,8,9,18,16,6,7,8,5,0,0,0,0
2019,Ford,175,37,34,12,6,13,5,5,1,4,1,0,0,0,0
2019,Franklin,531,96,112,29,32,62,22,20,12,11,10,0,0,0,0
2019,Fulton,499,117,111,22,18,27,31,12,7,11,9,0,0,0,0
2019,Gallatin,72,17,15,3,4,9,1,2,6,1,1,0,0,0,0
2019,Greene,151,35,30,7,9,11,12,7,4,6,0,0,0,0,0
2019,Grundy,451,93,108,20,30,30,17,18,13,10,4,0,0,0,0
2019,Hamilton,110,25,24,6,4,13,2,4,3,1,1,0,0,0,0
2019,Hancock,202,55,42,15,11,11,7,3,5,4,3,0,0,0,0
2019,Hardin,58,12,12,3,3,13,0,0,0,2,1,0,0,0,0
2019,Henderson,87,28,14,2,10,6,4,4,1,0,2,0,0,0,0
2019,Henry,538,146,119,29,31,29,12,14,4,8,4,0,0,0,0
2019,Iroquois,364,91,82,24,24,16,21,13,6,5,2,0,0,0,0
2019,Jackson,482,113,89,15,33,36,13,9,13,11,15,0,0,0,0
2019,Jasper,97,26,15,2,5,7,2,3,3,3,1,0,0,0,0
2019,Jefferson,463,102,100,30,25,36,28,9,10,12,10,0,0,0,0
2019,Jersey,296,82,63,11,15,13,13,17,9,11,2,0,0,0,0
2019,Jo Daviess,225,60,63,7,17,8,20,5,3,1,2,0,0,0,0
2019,Johnson,129,27,31,3,4,16,0,6,1,3,7,0,0,0,0
2019,Kane,3322,695,774,229,187,134,94,89,84,82,57,0,0,0,0
2019,Kankakee,1141,333,239,60,67,47,50,22,26,22,25,0,0,0,0
2019,Kendall,643,124,167,26,43,31,24,14,19,13,6,0,0,0,0
2019,Knox,701,161,133,38,30,59,46,24,16,14,10,0,0,0,0
2019,Lake,4837,1006,1105,236,250,228,219,129,131,81,97,0,0,0,0
2019,LaSalle,1329,302,300,85,76,70,62,26,29,24,20,0,0,0,0
2019,Lawrence,187,40,45,10,9,13,15,2,7,5,2,0,0,0,0
2019,Lee,402,102,103,19,23,20,16,4,11,4,6,0,0,0,0
2019,Livingston,449,105,89,29,24,22,25,13,7,14,9,0,0,0,0
2019,Logan,335,76,78,14,10,21,22,3,6,8,8,0,0,0,0
2019,McDonough,336,83,57,33,19,20,8,5,9,7,3,0,0,0,0
2019,McHenry,2141,471,527,112,140,115,83,76,33,20,29,0,0,0,0
2019,McLean,1225,271,269,51,75,100,88,24,25,9,19,0,0,0,0
2019,Macon,1282,260,277,66,56,74,60,22,23,35,43,0,0,0,0
2019,Macoupin,553,140,112,27,26,40,18,9,10,13,5,0,0,0,0
2019,Madison,2960,717,579,216,209,149,129,78,59,55,71,0,0,0,0
2019,Marion,486,121,99,27,26,40,16,13,20,9,5,0,0,0,0
2019,Marshall,154,52,25,7,4,10,12,1,1,6,2,0,0,0,0
2019,Mason,190,38,43,9,8,16,8,6,4,3,3,0,0,0,0
2019,Massac,192,22,41,8,8,20,15,5,2,5,7,0,0,0,0
2019,Mercer,182,50,39,13,6,17,8,3,4,1,2,0,0,0,0
2019,Monroe,329,77,69,25,16,23,9,4,7,6,4,0,0,0,0
2019,Montgomery,381,91,73,22,19,24,23,4,7,12,10,0,0,0,0
2019,Morgan,426,131,95,19,15,31,9,8,5,10,6,0,0,0,0
2019,Moultrie,212,45,34,9,11,11,5,9,1,5,2,0,0,0,0
2019,Ogle,542,111,121,31,29,41,38,10,8,3,6,0,0,0,0
2019,Peoria,1836,420,412,109,105,106,83,34,36,35,30,0,0,0,0
2019,Perry,237,59,51,11,10,16,7,7,13,7,0,0,0,0,0
2019,Piatt,175,35,34,6,12,15,5,4,2,1,3,0,0,0,0
2019,Pike,213,38,54,10,10,14,5,1,3,3,5,0,0,0,0
2019,Pope,47,12,13,1,5,2,1,3,1,1,0,0,0,0,0
2019,Pulaski,90,22,24,6,9,1,1,2,1,0,1,0,0,0,0
2019,Putnam,54,11,19,3,3,5,1,0,1,0,0,0,0,0,0
2019,Randolph,361,83,70,15,22,25,7,13,12,6,4,0,0,0,0
2019,Richland,193,46,35,10,4,18,2,8,7,11,2,0,0,0,0
2019,Rock Island,1584,383,320,69,87,99,43,43,53,28,40,0,0,0,0
2019,St. Clair,2617,614,508,163,147,175,81,68,59,35,58,0,0,0,0
2019,Saline,367,76,63,22,19,32,6,15,10,19,7,0,0,0,0
2019,Sangamon,2000,412,434,76,118,110,68,46,42,48,60,0,0,0,0
2019,Schuyler,75,19,9,6,4,6,0,4,1,5,0,0,0,0,0
2019,Scott,66,20,15,2,3,3,1,1,4,1,1,0,0,0,0
2019,Shelby,264,59,69,12,21,8,8,7,5,10,3,0,0,0,0
2019,Stark,65,19,11,3,5,4,7,1,2,0,1,0,0,0,0
2019,Stephenson,570,120,108,26,37,31,22,17,14,11,5,0,0,0,0
2019,Tazewell,1409,273,314,56,66,99,73,41,36,30,35,0,0,0,0
2019,Union,244,66,40,13,10,14,5,0,13,12,6,0,0,0,0
2019,Vermilion,997,201,225,50,59,84,40,34,18,15,13,0,0,0,0
2019,Wabash,132,22,29,8,8,10,4,0,2,3,1,0,0,0,0
2019,Warren,197,53,42,10,13,18,6,3,2,4,0,0,0,0,0
2019,Washington,133,38,24,10,8,6,2,3,4,4,2,0,0,0,0
2019,Wayne,225,52,42,12,6,19,3,6,10,4,3,0,0,0,0
2019,White,229,41,34,14,13,25,5,4,12,7,5,0,0,0,0
2019,White,661,203,141,32,22,58,21,12,16,11,3,0,0,0,0
2019,Will,717,142,155,39,27,64,11,22,17,11,33,0,0,0,0
2019,Winnebago,3002,733,609,168,220,193,129,66,72,39,34,0,0,0,0
2019,Woodford,393,105,77,30,17,24,27,9,5,6,2,0,0,0,0
2020,ILLINOIS,132701,27466,24020,15715,7159,6762,5432,4639,3487,2651,2430,0,0,0,0
2020,Adams,877,156,141,70,45,38,62,24,20,22,23,0,0,0,0
2020,Alexander,114,18,25,11,4,6,5,6,1,5,3,0,0,0,0
2020,Bond,200,67,37,11,9,11,12,7,5,4,3,0,0,0,0
2020,Boone,488,94,83,57,29,24,32,24,9,9,9,0,0,0,0
2020,Brown,70,15,16,9,3,5,0,0,3,2,2,0,0,0,0
2020,Bureau,476,103,91,57,38,22,25,15,4,11,10,0,0,0,0
2020,Calhoun,68,18,13,5,4,6,2,2,2,2,2,0,0,0,0
2020,Carroll,255,56,44,26,17,10,20,3,3,3,4,0,0,0,0
2020,Cass,163,37,26,27,8,11,6,3,1,4,4,0,0,0,0
2020,Champaign,1517,328,280,66,113,75,57,70,33,29,27,0,0,0,0
2020,Christian,481,94,74,61,25,22,24,8,8,7,10,0,0,0,0
2020,Clark,228,53,37,18,9,11,15,6,8,3,2,0,0,0,0
2020,Clay,194,51,26,29,7,8,13,3,4,3,2,0,0,0,0
2020,Clinton,420,114,67,41,15,24,20,14,10,9,7,0,0,0,0
2020,Coles,623,125,110,49,27,19,36,26,11,13,16,0,0,0,0
2020,Cook,52037,10915,8863,7636,3044,2714,1556,1473,1476,1051,1011,0,0,0,0
2020,Chicago,25769,5350,4071,4125,1842,1369,708,528,816,499,479,0,0,0,0
2020,Suburban Cook,26268,5565,4792,3511,1202,1345,848,945,660,552,532,0,0,0,0
2020,Crawford,235,61,52,29,6,9,9,6,4,11,2,0,0,0,0
2020,Cumberland,133,27,23,20,8,5,9,3,5,4,2,0,0,0,0
2020,DeKalb,897,181,171,56,46,53,32,39,26,8,17,0,0,0,0
2020,DeWitt,243,60,42,21,12,9,18,18,4,2,8,0,0,0,0
2020,Douglas,226,44,38,29,11,6,14,13,4,4,4,0,0,0,0
2020,DuPage,7624,1513,1525,821,294,471,260,326,148,146,128,0,0,0,0
2020,Edgar,287,57,62,36,14,9,20,2,7,7,2,0,0,0,0
2020,Edwards,93,25,22,10,6,4,4,0,3,2,4,0,0,0,0
2020,Effingham,445,64,86,44,14,16,23,36,19,5,11,0,0,0,0
2020,Fayette,273,50,44,34,11,17,16,20,7,4,7,0,0,0,0
2020,Ford,236,49,40,24,6,18,9,10,2,4,3,0,0,0,0
2020,Franklin,614,110,101,60,30,26,45,30,26,12,14,0,0,0,0
2020,Fulton,547,115,120,32,18,32,36,29,14,10,8,0,0,0,0
2020,Gallatin,83,20,13,8,0,6,6,3,2,4,2,0,0,0,0
2020,Greene,199,41,30,26,7,10,17,11,3,3,2,0,0,0,0
2020,Grundy,544,110,101,44,39,26,34,17,17,10,9,0,0,0,0
2020,Hamilton,131,19,22,11,3,4,10,7,8,2,2,0,0,0,0
2020,Hancock,274,65,41,32,16,13,11,7,6,7,5,0,0,0,0
2020,Hardin,73,16,8,10,1,2,8,1,2,1,1,0,0,0,0
2020,Henderson,107,26,15,15,4,2,9,1,7,1,0,0,0,0,0
2020,Henry,689,183,125,63,28,36,36,23,16,9,8,0,0,0,0
2020,Iroquois,443,98,83,44,23,25,21,23,10,7,6,0,0,0,0
2020,Jackson,616,137,114,68,32,25,30,16,10,15,16,0,0,0,0
2020,Jasper,102,18,23,13,5,5,2,2,4,3,0,0,0,0,0
2020,Jefferson,559,118,100,65,28,31,30,24,19,8,13,0,0,0,0
2020,Jersey,324,77,60,36,17,12,15,20,11,12,9,0,0,0,0
2020,Jo Daviess,303,76,57,23,20,13,18,14,4,3,2,0,0,0,0
2020,Johnson,164,30,27,14,11,6,17,4,4,1,1,0,0,0,0
2020,Kane,4190,782,835,512,200,269,145,101,108,76,62,0,0,0,0
2020,Kankakee,1354,370,242,124,81,66,49,65,31,33,19,0,0,0,0
2020,Kendall,768,147,160,74,34,51,30,22,16,15,10,0,0,0,0
2020,Knox,816,172,139,106,28,27,58,52,20,14,10,0,0,0,0
2020,Lake,5738,1106,1113,698,278,267,197,230,161,119,99,0,0,0,0
2020,LaSalle,1524,326,287,180,64,64,77,94,40,22,35,0,0,0,0
2020,Lawrence,213,32,32,30,13,10,11,13,3,7,6,0,0,0,0
2020,Lee,458,101,95,64,19,20,21,11,4,11,4,0,0,0,0
2020,Livingston,509,111,90,54,29,22,26,23,17,11,5,0,0,0,0
2020,Logan,415,71,73,47,18,13,21,33,8,7,12,0,0,0,0
2020,McDonough,370,88,67,31,16,20,16,12,8,5,12,0,0,0,0
2020,McHenry,2576,540,569,234,152,106,100,91,69,49,38,0,0,0,0
2020,McLean,1429,337,260,110,78,54,81,125,33,21,21,0,0,0,0
2020,Macon,1449,299,273,142,74,51,67,54,24,22,48,0,0,0,0
2020,Macoupin,663,139,108,64,35,36,26,30,19,16,9,0,0,0,0
2020,Madison,3387,723,592,294,229,232,173,133,79,67,67,0,0,0,0
2020,Marion,651,130,116,50,27,36,59,30,18,17,11,0,0,0,0
2020,Marshall,172,46,32,8,16,9,5,8,3,0,3,0,0,0,0
2020,Mason,235,44,54,33,10,8,9,10,6,4,5,0,0,0,0
2020,Massac,240,41,37,21,6,13,30,19,6,8,2,0,0,0,0
2020,Mercer,221,34,42,16,6,11,17,10,11,3,5,0,0,0,0
2020,Monroe,372,76,76,45,15,13,15,10,9,8,5,0,0,0,0
2020,Montgomery,423,82,72,29,21,29,22,19,9,10,11,0,0,0,0
2020,Morgan,485,112,90,54,21,16,20,20,7,6,16,0,0,0,0
2020,Moultrie,216,41,42,20,13,7,9,5,10,3,4,0,0,0,0
2020,Ogle,613,122,137,52,23,29,42,29,20,15,6,0,0,0,0
2020,Peoria,2109,419,422,145,144,96,103,86,51,42,36,0,0,0,0
2020,Perry,266,53,41,29,12,8,14,15,9,10,5,0,0,0,0
2020,Piatt,189,50,40,9,6,5,7,5,4,1,1,0,0,0,0
2020,Pike,255,37,57,39,12,8,13,3,4,3,4,0,0,0,0
2020,Pope,53,10,13,2,3,3,4,2,0,2,1,0,0,0,0
2020,Pulaski,79,18,11,6,2,6,4,5,4,3,2,0,0,0,0
2020,Putnam,59,15,17,1,7,3,0,0,0,1,1,0,0,0,0
2020,Randolph,432,86,85,51,23,22,25,12,14,2,4,0,0,0,0
2020,Richland,267,54,42,29,14,11,27,1,5,12,9,0,0,0,0
2020,Rock Island,1949,392,341,192,87,64,97,55,84,35,21,0,0,0,0
2020,St. Clair,3167,579,570,322,203,194,159,114,98,60,36,0,0,0,0
2020,Saline,405,74,75,41,16,16,42,12,15,14,6,0,0,0,0
2020,Sangamon,2227,490,428,190,132,90,105,59,57,31,37,0,0,0,0
2020,Schuyler,98,18,12,8,4,10,6,0,3,0,4,0,0,0,0
2020,Scott,68,18,12,4,1,2,3,1,0,3,1,0,0,0,0
2020,Shelby,277,60,53,30,17,13,13,6,3,8,8,0,0,0,0
2020,Stark,87,18,15,12,6,1,3,4,2,0,3,0,0,0,0
2020,Stephenson,685,131,127,64,42,32,40,25,21,19,18,0,0,0,0
2020,Tazewell,1675,351,294,111,73,74,109,77,49,30,40,0,0,0,0
2020,Union,284,64,44,21,13,13,15,10,4,6,15,0,0,0,0
2020,Vermilion,1105,212,207,84,55,51,79,38,51,25,18,0,0,0,0
2020,Wabash,159,30,29,15,7,5,11,7,5,5,4,0,0,0,0
2020,Warren,256,70,52,31,8,9,13,9,10,2,2,0,0,0,0
2020,Washington,183,35,28,17,11,7,10,4,8,3,3,0,0,0,0
2020,Wayne,245,44,37,31,11,10,15,9,5,4,3,0,0,0,0
2020,White,254,44,40,30,13,9,18,7,5,10,3,0,0,0,0
2020,White,819,169,153,148,28,42,37,21,12,18,7,0,0,0,0
2020,Will,872,153,164,76,44,40,58,17,17,25,22,0,0,0,0
2020,Winnebago,3489,732,642,324,226,170,188,148,71,86,52,0,0,0,0
2020,Woodford,449,107,83,46,19,20,23,30,7,4,10,0,0,0,0
2021,ILLINOIS,125102,26282,23613,11297,7616,6768,4927,4028,3388,2648,1779,0,0,0,0
2021,Adams,936,177,184,103,32,36,41,21,23,19,9,0,0,0,0
2021,Alexander,104,21,21,12,5,5,5,4,2,3,3,0,0,0,0
2021,Bond,220,52,37,28,14,16,7,4,3,4,3,0,0,0,0
2021,Boone,502,113,117,38,21,19,27,9,18,12,14,0,0,0,0
2021,Brown,67,16,6,7,0,7,6,0,1,0,0,0,0,0,0
2021,Bureau,447,92,86,51,34,24,23,13,6,13,8,0,0,0,0
2021,Calhoun,69,16,16,5,7,2,1,2,4,3,1,0,0,0,0
2021,Carroll,215,55,54,13,8,11,12,2,6,2,1,0,0,0,0
2021,Cass,148,36,25,16,8,5,7,2,2,2,0,0,0,0,0
2021,Champaign,1643,332,305,128,108,78,59,82,32,33,18,0,0,0,0
2021,Christian,501,101,103,40,32,18,25,14,10,19,7,0,0,0,0
2021,Clark,235,51,38,30,8,10,13,9,5,4,5,0,0,0,0
2021,Clay,182,32,39,19,6,11,11,3,4,6,1,0,0,0,0
2021,Clinton,365,99,60,35,22,16,20,16,8,7,6,0,0,0,0
2021,Coles,596,106,91,64,34,19,40,14,12,9,8,0,0,0,0
2021,Cook,47077,10259,8720,4196,3285,2657,1317,1323,1308,976,622,0,0,0,0
